ACH3666 ; A Cidade Constitucional
5952008 ; Processos Estocásticos
5920837 ; Processos Evolutivos
5930690 ; Processos Industriais Inorgânicos
5930689 ; Processos Industriais Orgânicos
5940184 ; Produção de Subjetividade e Escola I
5940186 ; Produção de Subjetividade e Escola II
5910257 ; Programação de Computadores
5950257 ; Programação de Computadores
5961118 ; Programação e Prática de Ensino em Química
5962067 ; Projeto e Gestão de Bases de Dados Bibliográficos
5970428 ; Projetos em Educação Musical I
5970429 ; Projetos em Educação Musical II
5910185 ; Proteção Radiológica
5940082 ; Psicobiologia das Desordens Psiquiatricas
5940080 ; Psicodiagnostico I
5940081 ; Psicodiagnóstico II
5940317 ; Psicofarmacologia
5940609 ; Psicofisiologia
5940133 ; Psicologia Ambiental e Problemas Ambientais
5940171 ; Psicologia Aplicada à Odontopediatria
5940614 ; Psicologia Cognitiva
5940148 ; Psicologia Criminal I
5940149 ; Psicologia Criminal II
5940164 ; Psicologia da Educação
5940076 ; Psicologia da Personalidade I
5940077 ; Psicologia da Personalidade II
5940604 ; Psicologia da Personalidade III
5940189 ; Psicologia da Personalidade IV
5940012 ; Psicologia do Desenvolvimento: O Ciclo Vital
5940414 ; Psicologia do Excepcional
5940200 ; Psicologia e Educação
5940223 ; Psicologia e Políticas Públicas em Saúde
5940115 ; Psicologia e Saúde
5961166 ; Psicologia Educacional
5940320 ; Psicologia Escolar
5940163 ; Psicologia Geral e Experimental I
5940055 ; Psicologia Geral e Experimental II
5940043 ; Psicologia Geral e Experimental III
5940185 ; Psicologia Hospitalar I
5940187 ; Psicologia Hospitalar II
5940220 ; Psicologia Jurídica e Forense
5940141 ; Psicologia Organizacional e do Trabalho  II
5940147 ; Psicologia Organizacional e do Trabalho I
5940040 ; Psicologia Social I
5940041 ; Psicologia Social II
5940404 ; Psicometria
5940309 ; Psicopatologia Geral I
5940318 ; Psicopatologia Geral II
5940078 ; Psicoterapia de Orientacao Psicanalitica I
5940079 ; Psicoterapia de Orientacao Psicanalitica II
5920945 ; Purificação de Proteínas e Peptídeos Recombinantes
5940162 ; Questões da Prática Profissional
5930669 ; Questões Gerais sobre Biologia Molecular Forense
5930106 ; Quimica Ambiental
5930679 ; Química Analítica Ambiental Experimental III
5930673 ; Química Analítica Ambiental I
5930676 ; Química Analítica Ambiental II
5930146 ; Química Analítica Biotecnológica
5930701 ; Química Analítica Biotecnológica
5930699 ; Química Analítica Experimental I
5930700 ; Química Analítica Experimental II
5930141 ; Química Analítica I
5930142 ; Química Analítica II
5930143 ; Química Analítica III
5930698 ; Química Analítica Instrumental
5930144 ; Química Analítica IV
5931005 ; Química Analítica Qualitativa
5931007 ; Química Analítica Quantitativa
5930234 ; Química Analítica V
5930236 ; Química Biológica
5930137 ; Química Clínica
5930674 ; Química da Atmosfera
5930677 ; Química de Sistemas Aquáticos
5930681 ; Química de Sistemas Aquáticos Experimental
5930678 ; Química de Sistemas Terrestres
5931011 ; Química do Meio Ambiente
5931044 ; Química dos Solos: Fundamentos, Contaminantes e Remediação
5930126 ; Química Forense Experimental I
5930130 ; Química Forense Experimental II
5930231 ; Química Geral
5931001 ; Química Geral Experimental
5930230 ; Química Geral III
5931014 ; Química Inorgânica Experimental
5930339 ; Química Inorgânica Experimental I
5930324 ; Química Inorgânica Experimental II
5930338 ; Quimica Inorganica I
5931010 ; Química Inorgânica I
5930323 ; Química Inorgânica II
5931013 ; Química Inorgânica II
5930184 ; Química Orgânica Experimental
5931025 ; Química Orgânica Experimental
5930307 ; Química Orgânica I
5931018 ; Química Orgânica I
5930308 ; Química Orgânica II
5931023 ; Química Orgânica II
5930343 ; Química Orgânica III
5931026 ; Química Orgânica III
5931043 ; Química para o Ensino Médio I
5931050 ; Química para o Ensino Médio II
5930190 ; Química Tecnológica II
5930667 ; Quimiometria
5910143 ; Radiodiagnóstico
5910149 ; Radioterapia
5910184 ; Radioterapia Clínica
5970573 ; Recital I
5920860 ; Recuperação e Revegetação de Áreas
5962039 ; Recursos Informacionais
5940188 ; Recursos Teóricos e Técnicos para o Trabalho com Grupos, Famílias e Casais
5962035 ; Redes de Informação
5970410 ; Redução de Partituras ao Piano I
5970411 ; Redução de Partituras ao Piano II
5970442 ; Regência Coral I
5970443 ; Regência Coral II
5970444 ; Regência Coral III
5970445 ; Regência Coral IV
5970368 ; Regência Orquestral I
5970369 ; Regência Orquestral II
5970370 ; Regência Orquestral III
5970371 ; Regência Orquestral IV
5920938 ; Regulamentação e Propriedade Intelectual
5962021 ; Representação Descritiva I
5962028 ; Representação Descritiva II
5962043 ; Representações Sociais e Mediações Culturais da Informação
5920865 ; Saneamento do Meio Ambiente
5930235 ; Segurança em Laboratórios de Química
5970563 ; Seminário de Execução Musical I
5970564 ; Seminário de Execução Musical II
5970565 ; Seminário de Execução Musical III
5970566 ; Seminário de Execução Musical IV
5970567 ; Seminário de Execução Musical V
5970568 ; Seminário de Execução Musical VI
5970569 ; Seminário de Execução Musical VII
5970687 ; Seminário de Introdução ao Curso e à Profissão
5970561 ; Seminário de Projeto de Pesquisa I
5970562 ; Seminário de Projeto de Pesquisa II
5961042 ; Seminários Avançados em Educação I
5961117 ; Seminários Avançados em Educação II
5960118 ; Seminários Avançados em Educação III
5961126 ; Seminários de Pesquisa em Educação
5961108 ; Seminários de Pesquisa em Educação I
5961109 ; Seminários de Pesquisa em Educação II
5940099 ; Seminários de Pesquisa II
5930376 ; Seminários de Pesquisas em Química
5940093 ; Seminários de Pesquisas I
5930565 ; Seminários em Bioquímica
5930671 ; Seminários em Ciências Forenses
5910159 ; Seminários em Física Médica
5930191 ; Seminários Gerais em Química
5920861 ; Seminários Integrados de Biologia  II
5920228 ; Seminários Integrados de Biologia I
5920824 ; Seminários Integrados de Biologia I
5920232 ; Seminários Integrados de Biologia II
5961047 ; Seminários: Educação e Trabalho
5962038 ; Serviços de Referência e Informação
5920927 ; Sistemática   e  Biologia  de  Aves
5920924 ; Sistemática  e  Biologia  de  Mamíferos
5920221 ; Sistemática de Bactérias, Algas e Fungos
5920218 ; Sistemática de Briófitas e Pteridófitas
5920825 ; Sistemática de Criptógamas
5920312 ;0 Sistemática de Espermatófitas
5920115 ; Sistemática e Biogeografia
5920832 ; Sistemática Vegetal I
5920875 ; Sistemática Vegetal II
5962010 ; Sociedade da Informação
5940303 ; Sociologia
5961010 ; Sociologia da Educação I
5961017 ; Sociologia da Educação II
5961149 ; Supervisão e Coordenação Pedagógica: Fundamentos Teórico-Metodológicos
5961180 ; Supervisão Integrada de Estágio I
5961181 ; Supervisão Integrada de Estágio II
5961182 ; Supervisão Integrada de Estágio III
5930696 ; Técnicas avançadas em espectrometria de massas e suas aplicações em Química Forense e Biotecnologia
5930192 ; Técnicas de Eletromigração em Capilares
5940048 ; Técnicas de Entrevista
5940150 ; Técnicas de Exame Psicológico I
5940311 ; Tecnicas de Exame Psicologico II
5940134 ; Técnicas de Investigação da Personalidade
5952026 ; Técnicas de Pesquisa
5970577 ; Técnicas e Materiais da Música Contemporânea I
5971308 ; Técnicas e Materiais da Música Contemporânea II
5910148 ; Técnicas Ópticas, Microscópicas e Tomográficas de Imagens
5940413 ; Tecnicas Projetivas em Psicologia  I
5940151 ; Técnicas Projetivas em Psicologia II
5930149 ; Tecnologia Agroindustrial
5920941 ; Tecnologia da Sacarificação e Fermentação
5930150 ; Tecnologia de Alimentos
5970449 ; Tecnologia Musical
5970006 ; Tecnologia Musical I
5970004 ; Tecnologia Musical II
5962016 ; Tecnologia, Informação e Sociedade
5931051 ; Temas atuais em Química
5961056 ; Temas Transversais e Currículo
5962064 ; Teoria do Conhecimento e Pensamento Científico
5952029 ; Teoria dos Jogos
5950237 ; Teoria e Aplicação do Cálculo
5950238 ; Teoria e Aplicação do Cálculo I
5950239 ; Teoria e Aplicação do Cálculo II
5962009 ; Teoria Social da Informação e Documentação
5961045 ; Teorias do Currículo
5961095 ; Teorias do Currículo
5940511 ; Teorias e Tecnicas Psicoterapicas I
5940006 ; Teorias e Tecnicas Psicoterapicas II
5940010 ; Teorias Em Psicologia do Desenvolvimento
5940190 ; Terapia Cognitivo-Comportamental I
5940191 ; Terapia Cognitivo-Comportamental II
5920878 ; Tetrápodos  Basais: Sistemática e Macroevolução
5920877 ; Tópicos  Avançados  em  Zoologia  dos  Invertebrados
5920877 ; Tópicos  Avançados  em  Zoologia  dos  Invertebrados
5952005 ; Tópicos de Álgebra Aplicada
5931029 ; Tópicos de Ciência Contemporânea
5952032 ; Tópicos de Probabilidade I
5930194 ; Tópicos em Biologia Forense
5930688 ; Tópicos em Catálise Industrial
5961138 ; Tópicos em Educação do Campo
5930109 ; Tópicos em Eletroquímica Aplicados à Voltametria Cíclica
5940032 ; Tópicos em História da Psicologia
5930668 ; Tópicos em Perícia Civil e Trabalhista
5930226 ; Tópicos em Química de Materiais
5971307 ; Tópicos em Teoria e Análise Musical
5960119 ; Tópicos Especiais em Arte e Ensino de Arte
5940094 ; Tópicos Especiais em Pesquisa I
5940098 ; Tópicos Especiais em Pesquisa II
5940199 ; Tópicos Especiais em Psicologia do Trabalho
5930221 ; Tópicos Especiais em Química I
5930222 ; Tópicos Especiais em Química II
5930691 ; Tópicos Especiais em Química III
5930692 ; Tópicos Especiais em Química IV
5930659 ; Tópicos Especiais em Toxicologia Forense
5930134 ; Toxicologia
5970559 ; Trabalho de Conclusão de Curso
5940095 ; Trabalho de Conclusão de Curso - Monografia
5920121 ; Trabalho de Conclusão de Curso - Monografia em Biologia Geral
5920121 ; Trabalho de Conclusão de Curso - Monografia em Biologia Geral
5920122 ; Trabalho de Conclusão de Curso - Monografia em Botânica
5920122 ; Trabalho de Conclusão de Curso - Monografia em Botânica
5920123 ; Trabalho de Conclusão de Curso - Monografia em Ecologia
5920123 ; Trabalho de Conclusão de Curso - Monografia em Ecologia
5920124 ; Trabalho de Conclusão de Curso - Monografia em Fisiologia Animal
5920124 ; Trabalho de Conclusão de Curso - Monografia em Fisiologia Animal
5920126 ; Trabalho de Conclusão de Curso - Monografia em Genética, Evolução e Biologia Molecular I
5920126 ; Trabalho de Conclusão de Curso - Monografia em Genética, Evolução e Biologia Molecular I
5920125 ; Trabalho de Conclusão de Curso - Monografia em Geologia e Paleontologia
5920125 ; Trabalho de Conclusão de Curso - Monografia em Geologia e Paleontologia
5920127 ; Trabalho de Conclusão de Curso - Monografia em Microbiologia
5920127 ; Trabalho de Conclusão de Curso - Monografia em Microbiologia
5920128 ; Trabalho de Conclusão de Curso - Monografia em Zoologia
5920128 ; Trabalho de Conclusão de Curso - Monografia em Zoologia
5920871 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Ambiental
5920871 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Ambiental
5920932 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Evolutiva
5920932 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Evolutiva
5920981 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Geral
5920981 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Geral
5920950 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Molecular e Tecnológica
5920950 ; Trabalho de Conclusão de Curso ? Monografia em Biologia Molecular e Tecnológica
5920973 ; Trabalho de Conclusão de Curso ? Monografia em Ensino de Biologia
5952027 ; Trabalho de Conclusão de Curso I
5952028 ; Trabalho de Conclusão de Curso II
5930658 ; Tratamento de Resíduos Agroindustriais
5930682 ; Tratamento de Resíduos Domésticos e Industriais
5930683 ; Tratamento de Resíduos Químicos
5930238 ; Tratamento de Resíduos Químicos de Laboratórios de Ensino e Pesquisa
5910138 ; Ultrassom em Biomedicina
5962060 ; Unidades de Informação: Similaridades e Diferenças
5950165 ; Vetores e Geometria Analítica
5950231 ; Vetores e Geometria Analítica
5952035 ; Vetores, Matrizes e Geometria Analítica
5920937 ; Virologia
5910164 ; Visualização Científica
5920222 ; Zoologia de Invertebrados I
5920229 ; Zoologia de Invertebrados II
5920219 ; Zoologia de Vertebrados
5920841 ; Zoologia de Vertebrados
5920834 ; Zoologia dos Invertebrados I
5920834 ; Zoologia dos Invertebrados I
5920838 ; Zoologia dos Invertebrados II
5920865 ; Saneamento do Meio Ambiente
5930235 ; Segurança em Laboratórios de Química
5970563 ; Seminário de Execução Musical I
5970564 ; Seminário de Execução Musical II
5970565 ; Seminário de Execução Musical III
5970566 ; Seminário de Execução Musical IV
5970567 ; Seminário de Execução Musical V
5970568 ; Seminário de Execução Musical VI
5970569 ; Seminário de Execução Musical VII
5970687 ; Seminário de Introdução ao Curso e à Profissão
5970561 ; Seminário de Projeto de Pesquisa I
5970562 ; Seminário de Projeto de Pesquisa II
5961042 ; Seminários Avançados em Educação I
5961117 ; Seminários Avançados em Educação II
5960118 ; Seminários Avançados em Educação III
5961126 ; Seminários de Pesquisa em Educação
5961108 ; Seminários de Pesquisa em Educação I
5961109 ; Seminários de Pesquisa em Educação II
5940099 ; Seminários de Pesquisa II
5930376 ; Seminários de Pesquisas em Química
5940093 ; Seminários de Pesquisas I
5930565 ; Seminários em Bioquímica
5930671 ; Seminários em Ciências Forenses
5910159 ; Seminários em Física Médica
5930191 ; Seminários Gerais em Química
5920861 ; Seminários Integrados de Biologia  II
5920228 ; Seminários Integrados de Biologia I
5920824 ; Seminários Integrados de Biologia I
5920232 ; Seminários Integrados de Biologia II
5961047 ; Seminários: Educação e Trabalho
5962038 ; Serviços de Referência e Informação
5920927 ; Sistemática   e  Biologia  de  Aves
5920924 ; Sistemática  e  Biologia  de  Mamíferos
5920221 ; Sistemática de Bactérias, Algas e Fungos
5920218 ; Sistemática de Briófitas e Pteridófitas
5920825 ; Sistemática de Criptógamas
5920312 ;0 Sistemática de Espermatófitas
5920115 ; Sistemática e Biogeografia
5920832 ; Sistemática Vegetal I
5920875 ; Sistemática Vegetal II
5962010 ; Sociedade da Informação
5940303 ; Sociologia
5961010 ; Sociologia da Educação I
5961017 ; Sociologia da Educação II
5961149 ; Supervisão e Coordenação Pedagógica: Fundamentos Teórico-Metodológicos
5961180 ; Supervisão Integrada de Estágio I
5961181 ; Supervisão Integrada de Estágio II
5961182 ; Supervisão Integrada de Estágio III
5930696 ; Técnicas avançadas em espectrometria de massas e suas aplicações em Química Forense e Biotecnologia
5930192 ; Técnicas de Eletromigração em Capilares
5940048 ; Técnicas de Entrevista
5940150 ; Técnicas de Exame Psicológico I
5940311 ; Tecnicas de Exame Psicologico II
5940134 ; Técnicas de Investigação da Personalidade
5952026 ; Técnicas de Pesquisa
5970577 ; Técnicas e Materiais da Música Contemporânea I
5971308 ; Técnicas e Materiais da Música Contemporânea II
5910148 ; Técnicas Ópticas, Microscópicas e Tomográficas de Imagens
5940413 ; Tecnicas Projetivas em Psicologia  I
